Order_ID,Order_Date,Product_ID,Region,Quantity,Revenue,Cost,Channel,Profit
2701,2024-03-12,37,West,1,7040,5481,Offline,1559
2702,2024-07-30,17,South,5,1026,4312,Offline,-3286
2703,2023-02-18,40,West,8,7654,2543,Online,5111
2704,2024-06-28,40,North,6,5379,2889,Offline,2490
2705,2022-07-07,12,West,7,6345,2078,Online,4267
2706,2022-02-14,21,South,8,8471,1429,Online,7042
2707,2022-03-24,40,North,6,3173,6738,Offline,-3565
2708,2022-12-24,19,West,6,8260,944,Online,7316
2709,2024-12-25,3,South,6,7697,3822,Offline,3875
2710,2024-07-24,18,North,5,5601,1857,Offline,3744
2711,2023-01-10,19,West,8,4026,6599,Offline,-2573
2712,2022-06-11,47,South,2,4349,4801,Offline,-452
2713,2022-11-18,6,North,7,2134,7339,Online,-5205
2714,2023-03-26,16,West,4,593,3073,Online,-2480
2715,2024-11-02,8,North,1,3866,3085,Online,781
2716,2022-07-03,48,South,5,8216,7240,Offline,976
2717,2022-04-21,18,West,3,3446,2006,Online,1440
2718,2023-05-23,48,West,4,588,2901,Offline,-2313
2719,2022-10-22,43,West,7,3050,3943,Online,-893
2720,2024-06-22,39,South,5,6637,674,Offline,5963
2721,2024-08-31,49,East,4,6857,1912,Online,4945
2722,2023-09-24,49,West,1,1945,754,Online,1191
2723,2024-11-16,12,South,6,5121,4597,Offline,524
2724,2024-01-03,45,North,6,6835,6151,Online,684
2725,2022-11-17,10,North,7,2330,1775,Offline,555
2726,2024-07-01,7,South,1,7285,7654,Offline,-369
2727,2023-03-13,46,East,4,7891,1153,Online,6738
2728,2024-02-20,1,South,9,1054,1023,Online,31
2729,2024-12-12,49,North,6,2934,1691,Online,1243
2730,2023-12-27,36,North,2,9372,2687,Offline,6685
2731,2022-01-31,21,West,4,7419,561,Offline,6858
2732,2022-12-03,37,East,6,6093,842,Offline,5251
2733,2022-07-02,24,South,4,702,850,Offline,-148
2734,2024-11-12,25,North,7,7653,5725,Offline,1928
2735,2023-06-28,7,North,3,5042,6265,Offline,-1223
2736,2024-10-30,42,North,6,8510,4097,Offline,4413
2737,2023-10-22,17,South,4,1328,937,Offline,391
2738,2022-06-09,29,South,3,7670,464,Offline,7206
2739,2024-11-03,30,East,3,2522,3105,Online,-583
2740,2023-02-16,7,West,2,8794,920,Offline,7874
2741,2024-10-08,33,West,3,4711,7555,Offline,-2844
2742,2022-02-22,7,West,1,5454,1523,Online,3931
2743,2023-02-12,24,North,3,4587,3642,Online,945
2744,2024-04-26,11,West,9,8795,350,Offline,8445
2745,2024-11-11,9,North,4,7285,788,Online,6497
2746,2024-11-19,12,East,3,9498,6641,Online,2857
2747,2023-12-04,35,North,8,7666,5442,Offline,2224
2748,2022-09-17,4,East,1,5155,964,Offline,4191
2749,2024-12-18,36,East,5,2574,1546,Online,1028
2750,2024-02-15,28,West,1,9218,6361,Offline,2857
2751,2024-11-01,13,West,7,7418,5640,Online,1778
2752,2024-04-29,23,North,5,3936,3010,Offline,926
2753,2022-12-20,19,South,2,5548,4661,Offline,887
2754,2024-05-22,42,West,1,8989,4468,Online,4521
2755,2024-09-17,37,West,7,5372,4252,Online,1120
2756,2024-10-14,39,South,1,860,6520,Online,-5660
2757,2022-10-21,24,South,3,5099,2891,Online,2208
2758,2022-07-28,16,West,6,7231,1180,Online,6051
2759,2024-03-28,33,South,6,2577,734,Offline,1843
2760,2023-01-25,12,North,7,2673,6424,Offline,-3751
2761,2022-11-21,34,East,1,5191,5484,Online,-293
2762,2024-07-28,7,East,7,1889,2284,Online,-395
2763,2024-06-07,11,West,2,8462,4752,Online,3710
2764,2023-10-30,31,West,6,6471,5331,Offline,1140
2765,2023-09-25,29,North,8,4014,4413,Offline,-399
2766,2023-07-31,13,South,5,8954,7119,Online,1835
2767,2022-05-17,31,West,3,3419,4170,Offline,-751
2768,2023-03-04,2,East,8,501,5985,Offline,-5484
2769,2023-09-04,39,North,8,2433,2922,Online,-489
2770,2024-06-29,15,North,4,893,2092,Online,-1199
2771,2024-03-29,11,South,8,8997,3098,Offline,5899
2772,2022-05-21,34,West,5,1029,7903,Offline,-6874
2773,2022-06-26,39,West,5,5123,5391,Offline,-268
2774,2022-07-17,4,North,3,9656,3812,Offline,5844
2775,2023-09-16,11,East,7,9362,5428,Offline,3934
2776,2023-11-22,29,West,9,4568,1793,Online,2775
2777,2023-02-05,2,East,9,8007,2979,Offline,5028
2778,2023-04-16,16,North,1,6995,7815,Online,-820
2779,2022-08-06,39,West,1,7453,1925,Online,5528
2780,2024-07-17,13,East,5,5553,2719,Offline,2834
2781,2023-09-24,37,North,1,3172,3317,Online,-145
2782,2024-08-08,17,East,4,2213,2147,Offline,66
2783,2024-06-24,21,West,1,4544,3546,Online,998
2784,2022-06-24,44,South,2,1135,1838,Offline,-703
2785,2022-01-23,19,East,2,5634,5549,Online,85
2786,2022-08-23,7,South,4,7119,1616,Offline,5503
2787,2024-11-02,38,West,8,9809,2019,Offline,7790
2788,2024-07-17,8,South,2,7945,2250,Online,5695
2789,2023-06-07,13,North,9,7102,6796,Online,306
2790,2023-03-07,37,South,9,537,523,Online,14
2791,2024-03-03,2,East,2,4275,2326,Offline,1949
2792,2023-06-17,41,East,1,4585,1847,Online,2738
2793,2024-09-05,11,South,9,9210,7397,Online,1813
2794,2024-03-20,24,North,2,5620,4078,Offline,1542
2795,2024-07-01,6,West,8,7244,7976,Offline,-732
2796,2024-05-20,26,South,3,1541,6811,Online,-5270
2797,2023-06-24,7,East,1,5215,6085,Online,-870
2798,2024-10-20,39,East,1,1894,4023,Offline,-2129
2799,2022-08-15,19,South,2,3369,1823,Offline,1546
2800,2024-05-22,6,South,7,4176,5509,Offline,-1333
2801,2024-06-10,43,South,6,4221,3003,Online,1218
2802,2024-11-02,29,West,2,6190,2272,Online,3918
2803,2022-07-29,43,East,4,6318,5491,Offline,827
2804,2024-01-11,39,East,2,734,4828,Offline,-4094
2805,2023-02-01,2,East,1,3640,5767,Offline,-2127
2806,2022-01-31,19,West,3,9138,5682,Online,3456
2807,2024-06-16,4,North,4,8699,5690,Online,3009
2808,2023-10-11,6,East,5,1499,4904,Online,-3405
2809,2022-11-25,49,East,5,1834,4903,Online,-3069
2810,2024-08-09,37,North,7,8825,916,Offline,7909
2811,2023-09-13,28,West,8,8747,4815,Offline,3932
2812,2022-06-11,30,North,9,5588,5491,Online,97
2813,2024-02-15,7,North,7,5979,4469,Offline,1510
2814,2022-10-01,9,North,5,6590,6074,Offline,516
2815,2024-10-23,25,North,9,1611,7970,Online,-6359
2816,2024-11-17,33,West,8,8835,2921,Offline,5914
2817,2022-11-22,1,West,9,3416,4541,Online,-1125
2818,2024-07-28,6,North,8,7299,2393,Online,4906
2819,2023-06-24,18,South,6,2603,2064,Online,539
2820,2023-05-03,10,South,4,9311,3476,Offline,5835
2821,2024-04-01,28,South,9,5625,1432,Online,4193
2822,2024-12-24,11,South,9,7090,7784,Offline,-694
2823,2022-12-22,33,East,9,3421,4516,Offline,-1095
2824,2022-08-23,1,West,3,5234,3870,Online,1364
2825,2022-08-15,13,West,3,3873,1366,Online,2507
2826,2022-02-18,37,North,6,7254,6359,Online,895
2827,2022-04-28,20,East,6,1336,2446,Online,-1110
2828,2022-02-23,1,North,6,9528,1005,Online,8523
2829,2023-07-19,3,North,5,7207,2658,Offline,4549
2830,2024-12-03,18,West,5,5812,5633,Offline,179
2831,2022-02-22,41,East,2,4322,3834,Offline,488
2832,2023-07-12,14,South,7,6653,4112,Online,2541
2833,2024-05-17,31,West,4,1304,2770,Online,-1466
2834,2023-02-02,27,East,3,1575,4367,Offline,-2792
2835,2023-11-06,17,East,8,4952,3760,Online,1192
2836,2023-01-22,46,West,4,2163,4068,Offline,-1905
2837,2022-04-21,29,West,4,7928,7579,Offline,349
2838,2023-09-06,36,North,8,2553,2234,Offline,319
2839,2022-01-17,37,North,1,2920,6278,Online,-3358
2840,2024-06-02,26,North,9,3028,2619,Online,409
2841,2023-06-25,17,South,7,4817,3172,Offline,1645
2842,2022-06-20,22,West,2,8477,5521,Online,2956
2843,2023-02-13,25,East,6,9206,509,Online,8697
2844,2024-01-10,2,West,8,7727,5134,Online,2593
2845,2024-05-07,22,East,5,8912,7236,Offline,1676
2846,2022-08-18,5,South,6,727,5441,Offline,-4714
2847,2022-04-29,4,West,8,2837,3107,Offline,-270
2848,2024-02-23,36,East,6,1455,4554,Offline,-3099
2849,2023-04-10,6,East,9,1997,4262,Offline,-2265
2850,2022-04-14,21,North,9,9972,5136,Online,4836
2851,2023-11-29,13,South,9,2478,2253,Offline,225
2852,2022-06-24,37,West,6,2029,2690,Online,-661
2853,2024-01-15,25,North,9,3162,5819,Offline,-2657
2854,2023-10-27,26,South,3,6933,3825,Online,3108
2855,2022-02-02,39,North,5,7945,5094,Online,2851
2856,2022-02-24,20,West,2,4784,3514,Offline,1270
2857,2023-06-03,33,East,8,9609,6269,Online,3340
2858,2024-01-26,14,West,4,1701,2744,Online,-1043
2859,2022-01-12,36,South,6,7631,2883,Online,4748
2860,2023-12-21,17,West,6,1259,440,Online,819
2861,2023-07-09,21,South,5,6073,7404,Online,-1331
2862,2023-01-08,46,North,1,5661,4635,Online,1026
2863,2023-04-29,16,South,7,4789,591,Offline,4198
2864,2024-08-30,46,East,8,5946,3164,Online,2782
2865,2023-09-15,16,East,1,4758,4477,Offline,281
2866,2022-11-03,20,East,7,4871,2907,Online,1964
2867,2023-04-02,29,North,4,2165,4236,Online,-2071
2868,2022-06-09,28,South,6,7418,3217,Online,4201
2869,2022-11-27,8,North,9,7123,2518,Online,4605
2870,2024-02-15,24,West,5,9151,2097,Online,7054
2871,2022-08-13,3,West,8,7932,1276,Online,6656
2872,2024-09-09,25,West,5,7182,879,Online,6303
2873,2023-12-30,19,West,2,6728,2873,Online,3855
2874,2024-12-04,33,East,4,6327,2889,Offline,3438
2875,2024-12-18,2,South,2,5935,6553,Offline,-618
2876,2023-10-06,15,East,7,8136,3583,Offline,4553
2877,2023-09-08,22,South,7,1865,2099,Offline,-234
2878,2022-07-14,10,South,3,7844,1761,Online,6083
2879,2023-05-04,18,North,7,3701,4717,Online,-1016
2880,2022-06-06,22,West,1,5252,4368,Online,884
2881,2023-09-02,46,South,1,6591,3247,Offline,3344
2882,2023-02-16,49,West,9,7114,1013,Offline,6101
2883,2023-04-16,27,West,6,2021,6527,Offline,-4506
2884,2023-05-31,13,West,5,8021,7399,Online,622
2885,2023-01-28,33,East,6,7059,2723,Online,4336
2886,2023-09-23,5,West,6,2123,7520,Offline,-5397
2887,2023-08-31,26,South,1,9373,2190,Online,7183
2888,2024-09-06,13,East,5,3634,3867,Online,-233
2889,2023-03-10,27,West,9,6320,5675,Online,645
2890,2023-06-24,14,North,4,5494,7029,Offline,-1535
2891,2022-10-05,24,West,3,5196,7687,Online,-2491
2892,2022-08-21,3,West,1,2367,1978,Offline,389
2893,2022-12-28,47,East,2,9891,2447,Offline,7444
2894,2022-01-26,49,South,3,3323,6572,Online,-3249
2895,2024-11-14,30,West,4,6606,1217,Online,5389
2896,2023-05-22,35,East,7,668,2566,Online,-1898
2897,2022-09-24,48,East,6,8287,2824,Offline,5463
2898,2023-04-06,14,South,8,9130,2106,Offline,7024
2899,2023-04-01,12,East,9,5409,7925,Online,-2516
2900,2024-12-27,28,South,6,8527,4351,Online,4176
2901,2024-10-03,44,North,7,5181,6465,Offline,-1284
2902,2024-05-12,29,West,4,9555,859,Offline,8696
2903,2023-05-06,43,East,2,5637,928,Offline,4709
2904,2024-12-08,17,North,9,8831,3366,Offline,5465
2905,2023-07-18,40,East,9,5734,5748,Offline,-14
2906,2022-08-04,49,East,4,724,2211,Online,-1487
2907,2023-07-13,21,North,3,9249,4062,Offline,5187
2908,2022-06-08,23,East,6,7082,3851,Offline,3231
2909,2023-05-04,20,East,3,2073,2108,Online,-35
2910,2023-11-17,11,North,1,9077,2686,Offline,6391
2911,2024-03-04,34,East,4,9212,2195,Offline,7017
2912,2022-01-05,10,South,1,7263,4230,Online,3033
2913,2022-12-27,10,East,2,5717,6622,Offline,-905
2914,2023-04-04,43,West,3,3642,6864,Online,-3222
2915,2022-09-05,6,East,8,4001,7949,Offline,-3948
2916,2024-08-03,36,West,4,1999,1306,Offline,693
2917,2023-02-26,24,West,4,9595,348,Online,9247
2918,2022-01-15,12,East,9,7187,2150,Offline,5037
2919,2024-01-06,43,North,7,5745,2229,Offline,3516
2920,2022-10-04,23,South,2,9862,7210,Online,2652
2921,2023-03-29,27,South,3,2244,6473,Offline,-4229
2922,2023-08-21,45,East,4,2539,2432,Offline,107
2923,2023-03-22,37,North,4,8811,7232,Offline,1579
2924,2022-07-29,6,North,8,4357,1825,Offline,2532
2925,2023-12-15,1,South,6,5450,5965,Offline,-515
2926,2022-10-29,6,North,3,9707,628,Online,9079
2927,2022-01-03,50,East,9,7587,2957,Offline,4630
2928,2024-09-16,22,East,8,6531,4829,Offline,1702
2929,2023-06-04,41,North,9,2243,887,Online,1356
2930,2023-05-08,24,East,5,4041,6106,Online,-2065
2931,2023-09-12,25,West,3,4116,6272,Online,-2156
2932,2022-11-27,15,South,4,4394,5668,Online,-1274
2933,2022-11-29,26,East,5,2224,6271,Offline,-4047
2934,2022-02-19,8,North,9,6727,3505,Offline,3222
2935,2024-05-12,24,South,9,4562,7133,Offline,-2571
2936,2022-09-29,48,East,3,8347,6441,Offline,1906
2937,2023-08-03,38,South,7,4781,7832,Offline,-3051
2938,2023-07-14,6,North,6,8763,1898,Offline,6865
2939,2023-11-27,35,West,4,2700,4151,Offline,-1451
2940,2023-03-22,42,West,5,2643,2772,Online,-129
2941,2024-10-13,1,East,2,3681,7882,Offline,-4201
2942,2022-12-23,46,West,7,3375,3117,Online,258
2943,2022-10-01,36,East,4,7020,4907,Online,2113
2944,2024-11-08,12,South,2,1596,1708,Online,-112
2945,2022-11-07,38,East,6,9415,5807,Offline,3608
2946,2024-05-19,11,East,2,7418,6234,Offline,1184
2947,2024-06-04,12,East,2,8648,1311,Online,7337
2948,2022-06-03,42,West,7,3714,5868,Offline,-2154
2949,2023-09-12,50,East,1,8249,4959,Offline,3290
2950,2024-06-01,39,North,7,6064,4698,Online,1366
2951,2024-03-07,7,East,5,3371,6542,Online,-3171
2952,2022-05-05,11,South,1,4989,4344,Offline,645
2953,2023-09-11,36,North,6,5107,1629,Online,3478
2954,2022-09-02,31,South,7,7264,2904,Online,4360
2955,2024-04-27,33,South,1,6334,6485,Online,-151
2956,2023-03-26,13,South,9,3899,7434,Offline,-3535
2957,2024-07-18,18,North,7,5878,6911,Offline,-1033
2958,2023-06-04,41,North,1,2357,6883,Online,-4526
2959,2022-12-28,24,West,3,8104,6770,Online,1334
2960,2022-01-08,9,North,5,8231,7012,Offline,1219
2961,2023-04-23,31,East,4,2896,2323,Offline,573
2962,2023-05-10,41,South,2,2761,6476,Offline,-3715
2963,2024-04-12,10,West,1,1812,4807,Offline,-2995
2964,2024-11-28,2,North,4,2805,6045,Offline,-3240
2965,2023-08-16,38,South,7,6007,7255,Offline,-1248
2966,2022-07-06,15,North,4,3241,3485,Online,-244
2967,2024-01-24,3,West,9,3836,4903,Online,-1067
2968,2022-04-03,43,North,8,7980,4451,Online,3529
2969,2022-03-27,31,North,8,5659,6143,Offline,-484
2970,2024-12-03,6,South,5,1497,7819,Online,-6322
2971,2022-05-17,3,East,1,6853,7796,Online,-943
2972,2023-02-25,11,North,9,2819,2893,Online,-74
2973,2022-03-15,15,West,2,3707,3641,Online,66
2974,2022-06-20,45,North,6,9290,495,Online,8795
2975,2022-06-19,28,North,5,9775,6856,Online,2919
2976,2024-05-21,10,East,8,4081,7080,Online,-2999
2977,2022-11-18,38,South,3,3586,7546,Offline,-3960
2978,2023-04-01,47,West,6,7666,2090,Online,5576
2979,2024-08-01,50,South,6,1221,6076,Online,-4855
2980,2024-02-29,50,South,3,1654,1406,Offline,248
2981,2023-09-05,7,South,7,7667,3089,Online,4578
2982,2024-06-07,15,North,4,516,2484,Offline,-1968
2983,2022-12-15,18,East,5,7597,838,Online,6759
2984,2022-01-10,18,North,9,9683,5084,Offline,4599
2985,2024-01-10,41,West,6,2732,1018,Online,1714
2986,2023-10-29,24,East,4,1946,7376,Online,-5430
2987,2023-06-30,2,South,8,6274,4295,Online,1979
2988,2022-05-09,40,East,9,3583,605,Online,2978
2989,2023-08-24,20,West,5,8771,5730,Online,3041
2990,2023-08-28,34,North,2,7452,687,Offline,6765
2991,2022-11-23,43,North,6,8341,1024,Online,7317
2992,2024-09-06,26,South,8,9963,6435,Offline,3528
2993,2023-02-08,7,North,5,5891,6285,Online,-394
2994,2023-09-21,38,North,1,9701,5310,Online,4391
2995,2023-12-19,30,West,8,9464,2896,Online,6568
2996,2024-11-06,42,East,9,8414,6949,Offline,1465
2997,2022-10-01,5,North,1,982,2735,Offline,-1753
2998,2023-11-16,11,West,8,6181,2640,Offline,3541
2999,2022-04-26,1,West,2,7937,478,Offline,7459
3000,2024-05-10,34,South,4,9797,7115,Offline,2682
3001,2023-11-24,1,West,2,5703,7896,Online,-2193
3002,2022-11-20,19,South,2,3861,2203,Online,1658
3003,2024-08-18,2,North,3,6447,7991,Offline,-1544
3004,2022-04-24,21,South,8,9533,2004,Offline,7529
3005,2024-12-17,20,West,4,4034,3683,Online,351
3006,2022-06-03,23,East,7,2372,4475,Online,-2103
3007,2022-11-11,21,East,3,7758,7481,Offline,277
3008,2024-11-30,24,North,3,6482,7521,Offline,-1039
3009,2022-04-15,4,North,2,4005,4842,Online,-837
3010,2022-12-20,12,East,6,3820,5161,Offline,-1341
3011,2024-10-12,22,South,6,3228,5484,Online,-2256
3012,2024-01-03,20,North,1,1454,5791,Offline,-4337
3013,2023-12-10,18,West,7,2095,6946,Offline,-4851
3014,2023-10-13,1,North,4,2788,4965,Online,-2177
3015,2024-04-03,30,South,3,7345,395,Online,6950
3016,2024-08-04,33,North,8,8163,5952,Offline,2211
3017,2023-10-23,24,West,2,7436,1583,Online,5853
3018,2022-04-09,14,West,9,1243,7028,Offline,-5785
3019,2023-08-11,36,West,8,1994,547,Offline,1447
3020,2022-10-09,5,South,8,7106,6570,Online,536
3021,2023-02-07,11,South,3,7444,6942,Online,502
3022,2023-12-01,24,West,4,7708,6489,Online,1219
3023,2022-07-18,31,West,2,707,1281,Offline,-574
3024,2022-11-23,13,South,2,1583,4663,Online,-3080
3025,2022-06-03,16,South,4,2912,6059,Online,-3147
3026,2023-07-06,24,South,6,3811,1865,Online,1946
3027,2023-02-09,13,East,5,7251,2441,Offline,4810
3028,2023-04-07,24,South,1,8457,1035,Online,7422
3029,2022-05-12,26,West,1,9088,3687,Online,5401
3030,2024-03-01,2,East,6,708,2959,Online,-2251
3031,2024-05-23,16,South,3,8048,6514,Online,1534
3032,2022-03-25,38,West,3,9124,7036,Offline,2088
3033,2024-01-24,46,North,7,3156,748,Offline,2408
3034,2023-09-20,1,East,1,6350,6329,Offline,21
3035,2022-08-09,49,West,1,2936,7834,Offline,-4898
3036,2023-07-07,11,North,3,5893,2135,Online,3758
3037,2022-04-22,35,West,8,633,5015,Offline,-4382
3038,2023-09-07,43,South,1,7733,913,Online,6820
3039,2024-07-12,29,South,4,1138,1733,Offline,-595
3040,2023-04-20,37,North,9,1728,6534,Online,-4806
3041,2024-04-15,17,South,4,4519,5928,Online,-1409
3042,2022-09-28,39,West,8,9982,1176,Online,8806
3043,2023-02-25,42,North,7,2696,2875,Offline,-179
3044,2023-12-08,28,West,3,1475,1433,Offline,42
3045,2022-02-09,29,West,7,6621,5170,Offline,1451
3046,2022-07-08,43,West,7,1528,971,Online,557
3047,2024-09-20,3,South,3,1025,7208,Offline,-6183
3048,2023-06-20,10,South,2,2827,7556,Online,-4729
3049,2024-10-24,42,West,9,3046,1930,Offline,1116
3050,2022-10-17,14,East,1,1335,7739,Offline,-6404
3051,2023-03-09,12,West,7,2983,3618,Offline,-635
3052,2023-04-16,47,West,4,3234,6443,Offline,-3209
3053,2023-09-20,42,North,2,7804,660,Offline,7144
3054,2022-10-06,30,West,2,4549,6821,Online,-2272
3055,2024-05-26,32,South,8,9995,7673,Offline,2322
3056,2023-08-04,32,North,7,8823,2692,Offline,6131
3057,2024-05-12,42,East,7,892,4201,Offline,-3309
3058,2022-09-11,32,North,5,2966,1097,Online,1869
3059,2022-06-30,26,East,8,1725,2083,Offline,-358
3060,2023-11-12,1,North,2,3205,6898,Offline,-3693
3061,2024-04-04,42,North,2,961,7351,Online,-6390
3062,2023-12-01,2,East,5,4485,366,Offline,4119
3063,2023-07-20,17,South,1,651,3334,Online,-2683
3064,2023-11-11,30,South,6,2285,5977,Online,-3692
3065,2023-01-26,39,South,4,6742,7422,Offline,-680
3066,2022-07-31,7,North,6,8645,2390,Online,6255
3067,2023-01-19,27,West,7,6856,2576,Offline,4280
3068,2022-12-08,9,North,3,7810,6370,Online,1440
3069,2024-04-23,22,West,8,7345,6232,Offline,1113
3070,2024-11-27,34,West,7,3960,3815,Online,145
3071,2023-02-24,46,South,1,2336,533,Online,1803
3072,2024-01-21,49,West,6,9767,1522,Online,8245
3073,2022-11-02,1,North,7,6243,2844,Offline,3399
3074,2023-12-03,9,North,4,6778,7291,Online,-513
3075,2024-05-18,20,South,2,1993,1355,Offline,638
3076,2023-06-21,19,East,9,9827,7731,Offline,2096
3077,2022-07-25,36,North,7,2048,6556,Online,-4508
3078,2023-05-11,40,West,1,9476,5368,Offline,4108
3079,2024-12-06,45,North,8,5663,6249,Offline,-586
3080,2023-05-19,4,North,3,6204,4854,Online,1350
3081,2024-11-11,9,North,4,6904,3647,Offline,3257
3082,2022-08-01,41,East,5,7188,1469,Offline,5719
3083,2022-11-06,22,West,1,4151,5776,Online,-1625
3084,2023-10-23,18,South,6,2563,4401,Online,-1838
3085,2024-01-23,12,North,6,2520,7807,Online,-5287
3086,2022-09-29,42,West,2,5257,7435,Online,-2178
3087,2024-07-26,43,West,6,6423,793,Offline,5630
3088,2022-02-01,39,South,8,7853,3479,Offline,4374
3089,2023-03-19,9,North,6,9642,4143,Offline,5499
3090,2022-06-11,6,East,4,8716,6514,Online,2202
3091,2024-02-06,19,West,4,8709,5334,Offline,3375
3092,2022-09-11,48,South,9,1069,1663,Online,-594
3093,2023-06-05,47,East,6,5612,7117,Offline,-1505
3094,2024-09-03,7,West,8,1855,7567,Online,-5712
3095,2022-01-10,16,North,8,8556,3698,Offline,4858
3096,2023-12-27,5,West,7,1330,1356,Offline,-26
3097,2023-05-20,16,East,3,5631,442,Online,5189
3098,2024-02-24,1,East,1,5902,3615,Offline,2287
3099,2023-03-12,37,North,5,9563,5131,Offline,4432
3100,2022-06-02,39,North,2,1334,3073,Offline,-1739
3101,2024-07-05,19,South,2,5452,6099,Offline,-647
3102,2024-05-18,37,North,7,1469,2184,Online,-715
3103,2024-01-23,17,South,3,1092,2564,Offline,-1472
3104,2023-07-17,26,East,8,754,2224,Online,-1470
3105,2023-05-04,22,East,9,3161,4345,Online,-1184
3106,2024-06-13,8,West,8,9294,2781,Online,6513
3107,2022-04-14,33,West,6,9757,2190,Offline,7567
3108,2024-10-21,2,South,5,2339,7277,Online,-4938
3109,2024-10-03,30,North,3,6405,3425,Online,2980
3110,2023-02-11,47,North,3,2931,7163,Online,-4232
3111,2022-06-16,20,West,7,8256,1241,Offline,7015
3112,2023-05-24,18,East,5,5853,1915,Offline,3938
3113,2022-11-09,43,South,6,1465,7350,Online,-5885
3114,2024-02-02,10,East,6,2237,6311,Online,-4074
3115,2023-11-12,24,East,9,984,2268,Offline,-1284
3116,2023-04-22,4,North,1,8441,7438,Online,1003
3117,2022-03-14,37,South,8,8702,3522,Offline,5180
3118,2023-08-05,4,East,5,6751,4450,Online,2301
3119,2022-09-19,13,West,6,2527,7984,Offline,-5457
3120,2022-09-02,25,West,6,5713,1771,Offline,3942
3121,2023-07-15,13,North,1,8490,1358,Offline,7132
3122,2022-06-24,18,West,3,6727,7304,Online,-577
3123,2022-04-19,24,West,6,7481,1306,Online,6175
3124,2022-07-02,2,East,9,9296,3490,Offline,5806
3125,2022-07-11,48,West,6,1468,1520,Offline,-52
3126,2022-03-06,33,West,6,936,4961,Online,-4025
3127,2024-08-20,19,East,1,2309,5166,Offline,-2857
3128,2024-05-13,9,North,9,7046,2097,Online,4949
3129,2023-01-04,28,North,4,8607,6274,Offline,2333
3130,2024-04-30,35,South,2,6005,5273,Offline,732
3131,2022-02-12,39,West,1,5757,3171,Online,2586
3132,2023-05-03,10,East,3,5409,813,Online,4596
3133,2022-03-19,1,South,3,8984,1917,Offline,7067
3134,2024-04-05,42,North,5,961,7305,Online,-6344
3135,2023-11-05,21,North,1,3733,4817,Offline,-1084
3136,2023-12-02,9,East,7,5702,6371,Online,-669
3137,2024-01-29,47,South,1,3439,4912,Offline,-1473
3138,2023-12-29,15,South,4,588,4057,Online,-3469
3139,2024-07-13,35,East,6,2163,2332,Online,-169
3140,2024-06-20,5,East,1,3801,3510,Offline,291
3141,2024-06-07,41,South,7,5637,1004,Offline,4633
3142,2024-09-19,22,North,7,6529,1973,Offline,4556
3143,2022-12-05,41,West,3,921,7252,Offline,-6331
3144,2022-07-12,23,North,4,4249,3999,Offline,250
3145,2022-10-10,7,East,6,5471,2391,Offline,3080
3146,2023-01-25,23,South,7,7345,5253,Online,2092
3147,2024-09-26,44,South,4,4933,3148,Offline,1785
3148,2023-06-09,25,West,9,765,4614,Offline,-3849
3149,2023-10-21,27,South,9,3350,4963,Offline,-1613
3150,2023-12-17,41,West,9,1878,2077,Offline,-199
3151,2024-06-09,6,North,6,7003,7351,Online,-348
3152,2023-03-28,34,North,2,7657,4653,Offline,3004
3153,2023-03-04,9,South,2,4916,5932,Offline,-1016
3154,2024-11-11,49,South,4,1349,5356,Online,-4007
3155,2024-06-01,33,East,9,5314,5796,Online,-482
3156,2022-11-09,6,East,3,9683,1192,Offline,8491
3157,2024-04-19,37,South,6,4264,6732,Online,-2468
3158,2023-06-03,31,South,2,7879,7937,Offline,-58
3159,2023-01-10,34,North,1,3774,1271,Online,2503
3160,2023-03-27,41,South,5,1216,402,Online,814
3161,2024-10-11,29,East,8,5580,7247,Online,-1667
3162,2023-08-18,14,North,2,1395,7616,Online,-6221
3163,2023-05-15,36,West,9,9868,1407,Online,8461
3164,2023-04-09,36,East,8,3043,6351,Offline,-3308
3165,2022-04-23,15,East,3,8271,5445,Offline,2826
3166,2024-11-01,8,North,1,5137,3546,Online,1591
3167,2022-11-27,26,West,4,8566,6154,Online,2412
3168,2022-05-20,36,East,8,4053,4012,Online,41
3169,2024-06-20,48,South,3,1849,5841,Offline,-3992
3170,2023-06-01,21,East,2,3486,6073,Offline,-2587
3171,2023-07-23,28,North,7,7696,3717,Offline,3979
3172,2024-04-25,4,North,4,2622,6745,Online,-4123
3173,2024-12-28,16,North,6,9189,5717,Offline,3472
3174,2022-04-28,22,East,5,8546,7602,Online,944
3175,2024-06-06,12,West,2,9413,5474,Online,3939
3176,2024-12-18,16,South,2,1863,4451,Online,-2588
3177,2024-11-22,40,North,9,807,5410,Online,-4603
3178,2022-02-19,38,West,2,3251,6817,Offline,-3566
3179,2022-01-19,42,South,8,9575,3959,Offline,5616
3180,2023-12-27,37,North,8,8282,5226,Online,3056
3181,2022-07-16,29,South,1,1764,1219,Online,545
3182,2023-07-13,18,South,1,5839,7806,Online,-1967
3183,2023-03-28,10,West,4,8003,4852,Online,3151
3184,2022-10-16,42,South,2,6348,7822,Online,-1474
3185,2023-01-26,39,North,1,9744,4527,Online,5217
3186,2022-08-03,18,West,9,993,4888,Offline,-3895
3187,2022-08-03,1,East,3,2521,5973,Offline,-3452
3188,2022-05-08,39,East,1,2247,6283,Offline,-4036
3189,2024-01-30,21,West,2,5587,2457,Online,3130
