Customer_ID,Age_Group,Gender,Region,Customer_Type
1827,26-35,Female,West,New
1828,26-35,Male,West,Repeat
1829,46-60,Male,North,Repeat
1830,36-45,Female,West,Repeat
1831,46-60,Male,North,Repeat
1832,46-60,Male,North,New
1833,26-35,Male,South,New
1834,18-25,Female,West,New
1835,26-35,Male,West,Repeat
1836,26-35,Female,South,New
1837,26-35,Female,South,New
1838,46-60,Male,South,Repeat
1839,46-60,Male,East,Repeat
1840,26-35,Male,West,Repeat
1841,26-35,Male,North,Repeat
1842,18-25,Female,North,Repeat
1843,36-45,Male,North,New
1844,26-35,Male,West,New
1845,46-60,Male,East,Repeat
1846,36-45,Female,West,Repeat
1847,36-45,Male,West,Repeat
1848,18-25,Male,West,New
1849,36-45,Male,West,Repeat
1850,26-35,Male,West,Repeat
1851,26-35,Male,East,New
1852,46-60,Male,South,Repeat
1853,26-35,Male,North,New
1854,26-35,Female,West,Repeat
1855,18-25,Female,West,Repeat
1856,36-45,Male,West,Repeat
1857,18-25,Male,North,Repeat
1858,36-45,Male,East,New
1859,18-25,Female,North,Repeat
1860,46-60,Male,East,Repeat
1861,18-25,Male,South,Repeat
1862,18-25,Female,West,New
1863,46-60,Female,East,Repeat
1864,26-35,Male,North,New
1865,26-35,Male,East,New
1866,46-60,Female,East,Repeat
1867,46-60,Female,South,Repeat
1868,18-25,Female,West,Repeat
1869,46-60,Female,West,Repeat
1870,46-60,Male,North,New
1871,36-45,Male,North,Repeat
1872,36-45,Female,South,New
1873,26-35,Male,East,Repeat
1874,46-60,Male,East,Repeat
1875,18-25,Female,North,Repeat
1876,26-35,Female,West,Repeat
1877,26-35,Female,East,Repeat
1878,26-35,Male,South,Repeat
1879,46-60,Male,North,New
1880,46-60,Male,East,New
1881,18-25,Female,West,Repeat
1882,18-25,Male,West,New
1883,26-35,Female,South,Repeat
1884,46-60,Male,South,New
1885,18-25,Female,North,New
1886,36-45,Male,North,Repeat
1887,36-45,Male,West,Repeat
1888,26-35,Female,West,Repeat
1889,36-45,Female,East,New
1890,26-35,Male,East,New
1891,46-60,Male,East,Repeat
1892,26-35,Female,South,Repeat
1893,26-35,Male,South,Repeat
1894,46-60,Male,East,New
1895,18-25,Female,West,Repeat
1896,18-25,Female,North,Repeat
1897,18-25,Male,South,Repeat
1898,18-25,Female,South,New
1899,26-35,Male,East,Repeat
1900,18-25,Male,North,Repeat
1901,36-45,Female,South,Repeat
1902,36-45,Male,North,Repeat
1903,18-25,Male,South,Repeat
1904,36-45,Male,North,Repeat
1905,36-45,Male,North,Repeat
1906,46-60,Male,South,Repeat
1907,46-60,Female,North,Repeat
1908,18-25,Female,West,Repeat
1909,26-35,Male,South,New
1910,26-35,Male,South,New
1911,46-60,Female,West,Repeat
1912,46-60,Male,North,New
1913,26-35,Female,West,Repeat
1914,18-25,Female,South,Repeat
1915,26-35,Female,West,Repeat
1916,26-35,Male,North,Repeat
1917,36-45,Male,West,Repeat
1918,26-35,Male,South,New
1919,46-60,Male,North,New
1920,18-25,Female,South,Repeat
1921,26-35,Male,South,Repeat
1922,36-45,Male,East,Repeat
1923,46-60,Male,South,New
1924,46-60,Female,South,New
1925,36-45,Male,North,Repeat
1926,46-60,Female,North,Repeat
1927,36-45,Male,North,Repeat
1928,46-60,Male,West,Repeat
1929,46-60,Male,West,Repeat
1930,46-60,Male,North,New
1931,46-60,Male,West,New
1932,36-45,Female,East,Repeat
1933,26-35,Male,West,Repeat
1934,46-60,Female,East,New
1935,36-45,Male,North,New
1936,36-45,Male,North,Repeat
1937,36-45,Female,West,New
1938,26-35,Male,North,Repeat
1939,18-25,Female,North,Repeat
1940,36-45,Female,South,New
1941,36-45,Male,North,Repeat
1942,36-45,Male,South,New
1943,26-35,Male,North,New
1944,46-60,Male,East,New
1945,26-35,Male,East,Repeat
1946,36-45,Female,North,Repeat
1947,18-25,Female,East,New
1948,36-45,Male,East,Repeat
1949,46-60,Male,East,New
1950,18-25,Female,West,Repeat
1951,18-25,Female,East,Repeat
1952,26-35,Female,South,Repeat
1953,26-35,Male,West,New
1954,46-60,Male,South,New
1955,26-35,Female,South,Repeat
1956,46-60,Female,South,New
1957,18-25,Male,West,Repeat
1958,18-25,Female,North,New
1959,18-25,Male,East,Repeat
1960,46-60,Female,East,Repeat
1961,26-35,Male,North,Repeat
1962,26-35,Female,North,Repeat
1963,26-35,Female,South,Repeat
1964,36-45,Female,West,New
1965,18-25,Female,South,Repeat
1966,18-25,Male,East,New
1967,36-45,Female,North,Repeat
1968,18-25,Male,East,Repeat
1969,18-25,Female,North,New
1970,36-45,Female,West,Repeat
1971,18-25,Male,South,New
1972,26-35,Female,East,Repeat
1973,36-45,Female,West,Repeat
1974,18-25,Male,East,New
1975,26-35,Female,North,New
1976,46-60,Female,East,Repeat
1977,18-25,Female,West,New
1978,36-45,Male,West,New
1979,26-35,Female,South,Repeat
1980,46-60,Male,East,Repeat
1981,46-60,Male,North,New
1982,18-25,Male,East,New
1983,46-60,Male,South,Repeat
1984,36-45,Female,North,New
1985,46-60,Female,North,Repeat
1986,18-25,Male,South,Repeat
1987,46-60,Female,North,New
1988,18-25,Female,West,Repeat
1989,46-60,Female,West,Repeat
1990,26-35,Female,North,Repeat
1991,18-25,Female,East,Repeat
1992,36-45,Female,North,Repeat
1993,36-45,Male,East,Repeat
1994,46-60,Female,South,New
1995,26-35,Male,West,New
1996,46-60,Female,West,New
1997,46-60,Male,South,Repeat
1998,26-35,Female,South,Repeat
1999,18-25,Male,West,New
2000,36-45,Male,South,Repeat
